id,hest_version_added,organ,species,st_technology,oncotree_code,disease_state,tissue,preservation_method,dataset_title,subseries,study_link,download_page_link1,download_source_prefix,license,data_publication_date,patient,patient_label,patient_label_status,donor_key_provisional,lab_provisional,lab_basis,pixel_size_um_estimated,pixel_size_um_embedded,px_pct_diff,resolution_uncertain,magnification,spots_under_tissue,nb_genes,inter_spot_dist,spot_diameter,fullres_px_width,fullres_px_height,in_benchmark,benchmark_task,duplicate_of,is_duplicate_of_other_id,nfiles_patches,nfiles_st,nfiles_cellvit_seg,nfiles_metadata,bytes_patches,bytes_st,bytes_cellvit_seg,bytes_metadata,bytes_four_components,bytes_wsis,bytes_transcripts,bytes_other_components,bytes_all_components
TENX129,v1_0_0,Bowel,Mus musculus,Visium HD,,Healthy,Intestine,FFPE,"Visium HD Spatial Gene Expression Library, Mouse Small Intestine (FFPE)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-mouse-intestine,TENX,Creative Commons Attribution,3/25/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273834216937679,0.264583333333333,-3.378278911890468,False,40x,1748,19059,2.0,2.0,23618,21943,False,,,False,1,1,2,1,241272184,137769547,73561182,2860,452605773,1257587010,0,1259445824,1712051597
TENX13,v1_0_0,Breast,Homo sapiens,Visium,IDC,Cancer,Breast,Fresh Frozen,Human Breast Cancer (Block A Section 1),,,https://www.10xgenomics.com/datasets/human-breast-cancer-block-a-section-1-1-standard-1-1-0,TENX,Creative Commons Attribution,6/23/20,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.366165626,,,True,40x,3813,33538,100.0,55.0,24240,24240,False,,,False,1,1,2,1,589845872,162517118,35447264,2060,787812314,1460715309,0,1462355600,2250167914
TENX131,v1_0_0,Brain,Mus musculus,Visium HD,,Healthy,Brain,FFPE,"Visium HD Spatial Gene Expression Library, Mouse Brain (FFPE)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-mouse-brain-he,TENX,Creative Commons Attribution,3/29/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273885017748006,0.264583333333333,-3.396200526467357,False,40x,1635,19059,2.0,2.0,18872,23947,False,,,False,1,1,2,1,242973400,128716963,19720497,2835,391413695,1052133444,0,1053263565,1444677260
TENX132,v1_0_0,Bone,Homo sapiens,Xenium,,Healthy,Femur bone,FFPE,Human Bone and Bone Marrow Data with Custom Add-on Panel,Non-diseased Femur Bone,,https://www.10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard,TENX,Creative Commons Attribution,4/3/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273703664399941,0.2125,-22.361287903880246,True,40x,9682,541,,,34751,36158,False,,,False,1,1,2,1,827073272,14835836,7049016,2423,848960547,2506244235,106523319,2645972640,3494933187
TENX133,v1_0_0,Lymphoid,Homo sapiens,Xenium,,Healthy,Bone marrow,FFPE,Human Bone and Bone Marrow Data with Custom Add-on Panel,Non-diseased Bone Marrow,,https://www.10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard,TENX,Creative Commons Attribution,4/3/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273657721697155,0.2125,-22.34825362057044,True,40x,3811,541,,,13762,36523,False,,,False,1,1,2,1,213246736,5883534,21891175,2442,241023887,969739791,83285404,1132170800,1373194687
TENX134,v1_0_0,Lymphoid,Homo sapiens,Xenium,ALL,Cancer,Bone marrow,FFPE,Human Bone and Bone Marrow Data with Custom Add-on Panel,Acute Lymphoid Leukemia Bone Marrow,,https://www.10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard,TENX,Creative Commons Attribution,4/3/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273491768395445,0.2125,-22.301134967709984,True,40x,3811,541,,,11024,37252,False,,,False,1,1,2,1,210297368,5640534,71542164,2467,287482533,942279247,487109439,1637941256,1925423789
TENX135,v1_0_0,Bone,Mus musculus,Xenium,,Healthy,Bone,FFPE,Mouse Bone Data with Custom Add-on Panel,15% EDTA-0.4% PFA decalcification,,https://www.10xgenomics.com/datasets/mouse-bone-data-with-custom-add-on-panel-1-standard,TENX,Creative Commons Attribution,4/3/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273761730615027,0.2125,-22.377755458148872,True,40x,7590,541,,,23253,52743,False,,,False,1,1,2,1,603477408,10708004,70418510,2407,684606329,2622073433,2018551590,4867291181,5551897510
TENX136,v1_0_0,Bone,Mus musculus,Xenium,,Healthy,Bone,FFPE,Mouse Bone Data with Custom Add-on Panel,0.5M EDTA decalcification,,https://www.10xgenomics.com/datasets/mouse-bone-data-with-custom-add-on-panel-1-standard,TENX,Creative Commons Attribution,4/3/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273741296742088,0.2125,-22.371961217012863,True,40x,12535,541,,,36576,44724,False,,,False,1,1,2,1,767609040,12279645,87533033,2426,867424144,3273338330,2898718165,6490368161,7357792305
TENX137,v1_0_0,Bone,Mus musculus,Xenium,,Healthy,Bone,FFPE,Mouse Bone Data with Custom Add-on Panel,10% Formic acid decalcification,,https://www.10xgenomics.com/datasets/mouse-bone-data-with-custom-add-on-panel-1-standard,TENX,Creative Commons Attribution,4/3/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.274585696030289,0.2125,-22.610681083489666,True,40x,9200,541,,,35116,49098,False,,,False,1,1,2,1,377223712,13506184,61816919,2408,452549223,3000190425,1913431518,5145361171,5597910394
TENX138,v1_0_0,Brain,Homo sapiens,Xenium,GBM,Cancer,Brain,FFPE,FFPE Human Brain Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,,,https://www.10xgenomics.com/datasets/ffpe-human-brain-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,TENX,Creative Commons Attribution,4/15/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273665343747631,0.273775042168885,0.04008487876167812,False,40x,10641,541,,,38957,58584,False,,,False,1,1,2,1,1369043304,15560856,423388434,2551,1807995145,6110032976,10690607266,18254908756,20062903901
TENX139,v1_0_0,Bowel,Homo sapiens,Xenium,COADREAD,Cancer,Bowel,FFPE,FFPE Human Colorectal Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,,,https://www.10xgenomics.com/datasets/ffpe-human-colorectal-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,TENX,Creative Commons Attribution,5/15/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273740617771419,0.273772958497635,0.011814368828158787,False,40x,4167,541,,,21507,40815,False,,,False,1,1,2,1,521537568,6944026,143191442,2544,671675580,2253230598,3017274053,5951867584,6623543164
TENX14,v1_0_0,Breast,Homo sapiens,Visium,IDC,Cancer,Breast,Fresh Frozen,Human Breast Cancer (Block A Section 2),,,https://www.10xgenomics.com/datasets/human-breast-cancer-block-a-section-2-1-standard-1-1-0,TENX,Creative Commons Attribution,6/23/20,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.366324490444934,,,True,40x,4015,33538,100.0,55.0,24240,24240,False,,,False,1,1,2,1,621748624,168795894,49877763,2061,840424342,1499515303,0,1501209822,2341634164
TENX140,v1_0_0,Pancreas,Homo sapiens,Xenium,PAAD,Cancer,Pancreas,FFPE,FFPE Human Pancreatic Ductal Adenocarcinoma Data with Human Immuno-Oncology Profiling Panel,,,https://www.10xgenomics.com/datasets/ffpe-human-ductal-adenocarcinoma-data-with-human-immuno-oncology-profiling-panel-1-standard,TENX,Creative Commons Attribution,5/15/24,patient 3,patient 3,labelled,FFPE Human Pancreatic Ductal Adenocarcinoma Data with Human Immuno-Oncology Profiling Panel | patient 3,10x Genomics Inc. (vendor product page),vendor_product_page,0.273767710586973,0.273766475334927,-0.00045120443290794877,False,40x,4513,541,,,19068,41014,True,PAAD,,False,1,1,2,1,544614024,7204488,73508599,2514,625329625,2009997690,1258068134,3682738771,4308068396
TENX141,v1_0_0,Lung,Homo sapiens,Xenium,LUAD,Cancer,Lung,FFPE,FFPE Human Lung Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,,,https://www.10xgenomics.com/datasets/ffpe-human-lung-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,TENX,Creative Commons Attribution,5/15/24,patient 1,patient 1,labelled,FFPE Human Lung Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on | patient 1,10x Genomics Inc. (vendor product page),vendor_product_page,0.273643086791955,0.273771534,0.04693968685664525,False,40x,4390,541,,,15513,39361,True,LUNG,,False,1,1,2,1,475240904,6838599,55608137,2512,537690152,1558465860,2442413357,4288331275,4826021427
TENX142,v1_0_0,Ovary,Homo sapiens,Xenium,HGSOC,Cancer,Ovary,FFPE,FFPE Human Ovarian Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,,,https://www.10xgenomics.com/datasets/ffpe-human-ovarian-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,TENX,Creative Commons Attribution,5/15/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273706493143168,0.273769293411857,0.022944383952263774,False,40x,3743,541,,,21806,37330,False,,,False,1,1,2,1,428480272,6579770,85086785,2531,520149358,1914074170,1156815298,3510943987,4031093345
TENX143,v1_1_0,Lymphoid,Homo sapiens,Xenium,,Diseased,Lymph node (Left Axilla),FFPE,Preview Data: FFPE Human Lymph Node with 5K Pan Tissue and Pathways Panel,,,https://www.10xgenomics.com/datasets/preview-data-xenium-prime-gene-expression,TENX,Creative Commons Attribution,5/28/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273951371,0.273772643701139,-0.06524051995380638,False,40x,4889,11094,,,28915,30987,False,,,False,1,1,2,1,651939256,81979503,226536533,913,960456205,2232235912,13957169318,17616012325,18576468530
TENX144,v1_1_0,Pancreas,Homo sapiens,Visium HD,,Healthy,Pancreas,FFPE,"Visium HD Spatial Gene Expression Library, Human Pancreas (FFPE)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-human-pancreas,TENX,Creative Commons Attribution,6/11/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273763800960162,0.264583333333333,-3.353426418916846,False,40x,1848,18085,2.0,2.0,51701,51420,False,,,False,1,1,2,1,271617472,138356813,15588846,837,425563968,4453240552,0,4460530056,4886094024
TENX145,v1_1_0,Embryo,Mus musculus,Visium HD,,Healthy,Embryo,FFPE,"Visium HD Spatial Gene Expression Library, Mouse Embryo (FFPE)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-mouse-embryo,TENX,Creative Commons Attribution,6/11/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273799019900385,0.264583333333333,-3.365858128493271,False,40x,1732,19059,2.0,2.0,27634,24834,False,,,False,1,1,2,1,215875888,136457659,45615169,832,397949548,1542044122,0,1551273637,1949223185
TENX146,v1_1_0,Kidney,Mus musculus,Visium HD,,Healthy,Kidney,FFPE,"Visium HD Spatial Gene Expression Library, Mouse Kidney (FFPE)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-mouse-kidney,TENX,Creative Commons Attribution,6/11/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273862367588402,0.264583333333333,-3.3882107778366954,False,40x,2098,19059,2.0,2.0,26720,31062,False,,,False,1,1,2,1,314047736,164297637,98858725,831,577204929,2034188272,0,2042944868,2620149797
TENX147,v1_1_0,Bowel,Homo sapiens,Xenium,COAD,Cancer,Colon,FFPE,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Xenium In Situ, Sample P5 CRC",https://www.biorxiv.org/content/10.1101/2024.06.04.597233v1.full,https://www.10xgenomics.com/products/visium-hd-spatial-gene-expression/dataset-human-crc,TENX,Creative Commons Attribution,7/11/24,Patient 5,Patient 5,labelled,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 5,10x Genomics Inc.,override: Crossref gives last author Sarah E. B. Taylor with no affiliation string; the same last author on PMID 38114474 is affiliated 10x Genomics Inc.,0.24970220990847,0.273775371961487,9.6407484987182,True,40x,3997,541,,,71082,66226,True,COAD,,False,1,1,2,1,529126616,7947716,476621704,1056,1013697092,8814371822,2426456915,11728691148,12742388240
TENX148,v1_1_0,Bowel,Homo sapiens,Xenium,COAD,Cancer,Colon,FFPE,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Xenium In Situ, Sample P2 CRC",https://www.biorxiv.org/content/10.1101/2024.06.04.597233v1.full,https://www.10xgenomics.com/products/visium-hd-spatial-gene-expression/dataset-human-crc,TENX,Creative Commons Attribution,7/11/24,Patient 2,Patient 2,labelled,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 2,10x Genomics Inc.,override: Crossref gives last author Sarah E. B. Taylor with no affiliation string; the same last author on PMID 38114474 is affiliated 10x Genomics Inc.,0.273760357163598,0.273776188951127,0.005783082581071864,False,40x,4379,541,,,75184,48582,True,COAD,,False,1,1,2,1,547397832,7580926,403875407,1046,958855211,6166629702,4022624102,10804631475,11763486686
TENX149,v1_1_0,Bowel,Homo sapiens,Xenium,COAD,Cancer,Colon,FFPE,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Xenium In Situ, Sample P1 CRC",https://www.biorxiv.org/content/10.1101/2024.06.04.597233v1.full,https://www.10xgenomics.com/products/visium-hd-spatial-gene-expression/dataset-human-crc,TENX,Creative Commons Attribution,7/11/24,Patient 1,Patient 1,labelled,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 1,10x Genomics Inc.,override: Crossref gives last author Sarah E. B. Taylor with no affiliation string; the same last author on PMID 38114474 is affiliated 10x Genomics Inc.,0.274030888058221,0.273776818561148,-0.09271564197501608,False,40x,4009,541,,,70534,60222,True,COAD,,False,1,1,2,1,560565400,7728632,474298743,1054,1042593829,7619209926,2127527322,10303254257,11345848086
TENX15,v1_0_0,Heart,Homo sapiens,Visium,,Healthy,Heart,Fresh Frozen,Human Heart,,,https://www.10xgenomics.com/datasets/human-heart-1-standard-1-1-0,TENX,Creative Commons Attribution,6/23/20,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.726844006932883,,,True,20x,4247,36601,100.0,55.0,13332,13332,False,,,False,1,1,2,1,657672432,74173467,11772016,1919,743619834,416489149,0,418088443,1161708277
TENX152,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Visium CytAssist v2, Sample P2 CRC",https://www.biorxiv.org/content/10.1101/2024.06.04.597233v1.full,https://www.10xgenomics.com/products/visium-hd-spatial-gene-expression/dataset-human-crc,TENX,Creative Commons Attribution,7/11/24,Patient 2,Patient 2,labelled,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 2,10x Genomics Inc.,override: Crossref gives last author Sarah E. B. Taylor with no affiliation string; the same last author on PMID 38114474 is affiliated 10x Genomics Inc.,0.273723960330269,0.264583333333333,-3.339359472187655,False,40x,4269,18085,100.0,55.0,76190,49099,False,,,False,1,1,2,1,634286664,351839407,55937234,1050,1042064355,6278579384,0,6289336201,7331400556
TENX153,v1_1_0,Bowel,Homo sapiens,Visium HD,,Healthy,Colon,FFPE,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Visium HD, Sample P3 NAT",https://www.biorxiv.org/content/10.1101/2024.06.04.597233v1.full,https://www.10xgenomics.com/products/visium-hd-spatial-gene-expression/dataset-human-crc,TENX,Creative Commons Attribution,7/11/24,Patient 3,Patient 3,labelled,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 3,10x Genomics Inc.,override: Crossref gives last author Sarah E. B. Taylor with no affiliation string; the same last author on PMID 38114474 is affiliated 10x Genomics Inc.,0.273906543053634,0.264583333333333,-3.403792262996578,False,40x,2018,18085,2.0,2.0,80562,42537,False,,,False,1,1,2,1,294075304,149276053,130230853,996,573583206,7116968286,0,7126915304,7700498510
TENX154,v1_1_0,Bowel,Homo sapiens,Visium HD,COAD,Cancer,Colon,FFPE,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Visium HD, Sample P5 CRC",https://www.biorxiv.org/content/10.1101/2024.06.04.597233v1.full,https://www.10xgenomics.com/products/visium-hd-spatial-gene-expression/dataset-human-crc,TENX,Creative Commons Attribution,7/11/24,Patient 5,Patient 5,labelled,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 5,10x Genomics Inc.,override: Crossref gives last author Sarah E. B. Taylor with no affiliation string; the same last author on PMID 38114474 is affiliated 10x Genomics Inc.,0.273770509329827,0.264583333333333,-3.3557946102316207,False,40x,2220,18085,2.0,2.0,72897,64370,False,,,False,1,1,2,1,328761864,164986809,410488053,988,904237714,10069169940,0,10079812750,10984050464
TENX155,v1_1_0,Bowel,Homo sapiens,Visium HD,COAD,Cancer,Colon,FFPE,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Visium HD, Sample P2 CRC",https://www.biorxiv.org/content/10.1101/2024.06.04.597233v1.full,https://www.10xgenomics.com/products/visium-hd-spatial-gene-expression/dataset-human-crc,TENX,Creative Commons Attribution,7/11/24,Patient 2,Patient 2,labelled,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 2,10x Genomics Inc.,override: Crossref gives last author Sarah E. B. Taylor with no affiliation string; the same last author on PMID 38114474 is affiliated 10x Genomics Inc.,0.273874419926874,0.264583333333333,-3.3924623541043997,False,40x,2281,18085,2.0,2.0,75250,48740,False,,,False,1,1,2,1,327833928,168706758,281547513,988,778089187,7304186166,0,7314761249,8092850436
TENX156,v1_1_0,Bowel,Homo sapiens,Visium HD,COAD,Cancer,Colon,FFPE,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Visium HD, Sample P1 CRC",https://www.biorxiv.org/content/10.1101/2024.06.04.597233v1.full,https://www.10xgenomics.com/products/visium-hd-spatial-gene-expression/dataset-human-crc,TENX,Creative Commons Attribution,7/11/24,Patient 1,Patient 1,labelled,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 1,10x Genomics Inc.,override: Crossref gives last author Sarah E. B. Taylor with no affiliation string; the same last author on PMID 38114474 is affiliated 10x Genomics Inc.,0.273802324565481,0.264583333333333,-3.36702445707075,False,40x,2179,18085,2.0,2.0,71106,58791,False,,,False,1,1,2,1,315439640,161847416,363884278,998,841172332,9151879950,0,9161240442,10002412774
TENX157,v1_1_0,Prostate,Homo sapiens,Xenium,PRAD,Cancer,Prostate,FFPE,FFPE Human Prostate Adenocarcinoma with 5K Human Pan Tissue and Pathways Panel,,,https://www.10xgenomics.com/datasets/xenium-prime-ffpe-human-prostate,TENX,Creative Commons Attribution,7/31/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273741465304451,0.273771729296376,0.011055684198722982,False,40x,4427,10006,,,25002,49976,False,,,False,1,1,2,1,574049152,91915837,109851094,876,775816959,2816235832,2948515518,6114244675,6890061634
TENX158,v1_1_0,Skin,Homo sapiens,Xenium,SKCM,Cancer,Skin,FFPE,FFPE Human Skin Primary Dermal Melanoma with 5K Human Pan Tissue and Pathways Panel,,,https://www.10xgenomics.com/datasets/xenium-prime-ffpe-human-skin,TENX,Creative Commons Attribution,7/31/24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273753681255925,0.273776930991814,0.008492939997136987,False,40x,2179,10017,,,18669,35787,False,,,False,1,1,2,1,237704192,46648818,62167151,893,346521054,1482071044,3569898344,5259918144,5606439198
TENX159,v1_1_0,Brain,Mus musculus,Xenium,,Healthy,Brain,Fresh Frozen,Fresh Frozen Mouse Brain Hemisphere with 5K Mouse Pan Tissue and Pathways Panel,,,,TENX,Creative Commons Attribution,7/31/24,,,missing,,unresolved: no study link | Fresh Frozen Mouse Brain Hemisphere with 5K Mouse Pan Tissue and Pathways Panel,no_study_link,0.274027071757373,0.273767831901952,-0.09460373887824054,False,40x,3429,13780,,,17051,24689,False,,,False,1,1,2,1,391319216,68775289,25447498,809,485542812,920427908,15263455100,16305907166,16791449978
TENX16,v1_0_0,Lymph node,Homo sapiens,Visium,,Healthy,Lymph node,Fresh Frozen,Human Lymph Node,,,https://www.10xgenomics.com/datasets/human-lymph-node-1-standard-1-1-0,TENX,Creative Commons Attribution,6/23/20,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.726390123,,,True,20x,4035,36601,100.0,55.0,11291,11757,False,,,False,1,1,2,1,624687088,198121163,55148,1944,822865343,289565273,0,291083467,1113948810
TENX160,v1_3_0,Ovary,Homo sapiens,Xenium 5k,HGSOC,Cancer,Ovary,Fresh Frozen,Fresh Frozen Human Ovarian Adenocarcinoma with 5K Human Pan Tissue and Pathways Panel,,,https://www.10xgenomics.com/datasets/xenium-prime-fresh-frozen-human-ovary,TENX,Creative Commons Attribution,2024-09-04,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.2737374305049762,0.2737753794567825,0.013863267342103748,False,,20123,5001,100.0,100.0,78928,41263,False,,,False,1,1,2,1,2738703312,813073167,239899091,912,3791676482,6577386416,103861596982,112358040359,116149716841
TENX161,v1_2_0,Breast,Homo sapiens,Visium HD,IDC,Cancer,Breast,Fixed Frozen,"Visium HD Spatial Gene Expression Library, Human Breast Cancer (Fixed Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-breast-cancer-fixed-frozen,TENX,Creative Commons Attribution,2024-09-17,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273787250340856,0.264583333333333,-3.3617040223985666,False,40x,2809,18085,2.0,2.0,42052,38345,False,,,False,1,1,2,1,434986728,207851405,133605182,878,776444193,3456772294,0,3467853885,4244298078
TENX162,v1_2_0,Breast,Homo sapiens,Visium HD,IDC,Cancer,Breast,Fresh Frozen,"Visium HD Spatial Gene Expression Library, Human Breast Cancer (Fresh Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-breast-cancer-fresh-frozen,TENX,Creative Commons Attribution,2024-09-17,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273836697733682,0.264583333333333,-3.379154246648239,False,40x,2021,18085,2.0,2.0,34009,25840,False,,,False,1,1,2,1,293920648,150289924,37171331,857,481382760,1652747842,0,1661883647,2143266407
TENX163,v1_2_0,Lung,Homo sapiens,Visium HD,LUAD,Cancer,Lung,Fixed Frozen,"Visium HD Spatial Gene Expression Library, Human Lung Cancer (Fixed Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-fixed-frozen,TENX,Creative Commons Attribution,2024-09-17,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273716933152281,0.264583333333333,-3.3368778883206986,False,40x,2487,18085,2.0,2.0,54639,29814,False,,,False,1,1,2,1,376450432,183433251,67765446,847,627649976,3342953354,0,3351901524,3979551500
TENX164,v1_2_0,Lymphoid,Homo sapiens,Visium HD,,Diseased,Tonsil,Fresh Frozen,"Visium HD Spatial Gene Expression Library, Human Tonsil (Fresh Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-tonsil-fresh-frozen,TENX,Creative Commons Attribution,2024-09-17,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273735412347224,0.264583333333333,-3.3434033745995126,False,40x,2809,18085,2.0,2.0,65199,40732,False,,,False,1,1,2,1,434986728,206990405,268134140,871,910112144,5239900440,0,5248259671,6158371815
TENX165,v1_2_0,Brain,Mus musculus,Visium HD,,Healthy,Brain,Fixed Frozen,"Visium HD Spatial Gene Expression Library, Mouse Brain (Fixed Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-mouse-brain-fixed-frozen,TENX,Creative Commons Attribution,2024-09-17,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273715593755737,0.264583333333333,-3.336404878179358,False,40x,1817,19059,2.0,2.0,25808,20667,False,,,False,1,1,2,1,267905728,142764660,17137987,836,427809211,1021255128,0,1029109699,1456918910
TENX166,v1_2_0,Brain,Mus musculus,Visium HD,,Healthy,Brain,Fresh Frozen,"Visium HD Spatial Gene Expression Library, Mouse Brain (Fresh Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-mouse-brain-fresh-frozen,TENX,Creative Commons Attribution,2024-09-17,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.27371297260476,0.264583333333333,-3.3354792009110077,False,40x,1905,19059,2.0,2.0,32888,23041,False,,,False,1,1,2,1,280289112,149183988,8580694,835,438054629,1413637022,0,1420900174,1858954803
TENX167,v1_2_0,Lung,Mus musculus,Visium HD,,Healthy,Lung,Fresh Frozen,"Visium HD Spatial Gene Expression Library, Mouse Lung (Fresh Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-mouse-lung-fresh-frozen,TENX,Creative Commons Attribution,2024-09-17,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273769464129103,0.264583333333333,-3.355425640690908,False,40x,2486,19059,2.0,2.0,38362,59538,False,,,False,1,1,2,1,369325352,193318433,44508235,832,607152852,3885043638,0,3891390027,4498542879
TENX168,v1_2_0,Lung,Homo sapiens,Visium HD,LUAD,Cancer,Lung,FFPE,"Visium HD Spatial Gene Expression Libraries, Post-Xenium, Human Lung Cancer (FFPE)","Experiment 1, HD only (control)",,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt,TENX,Creative Commons Attribution,2024-09-24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273755424119274,0.264583333333333,-3.3504690602750435,False,40x,1952,18085,2.0,2.0,25625,43630,False,,,False,1,1,2,1,282608952,144771184,32898937,880,460279953,2654500972,0,2662233002,3122512955
TENX169,v1_2_0,Lung,Homo sapiens,Visium HD,LUAD,Cancer,Lung,FFPE,"Visium HD Spatial Gene Expression Libraries, Post-Xenium, Human Lung Cancer (FFPE)","Experiment 1, post-Xenium v1",,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt,TENX,Creative Commons Attribution,2024-09-24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273687496942159,0.264583333333333,-3.3264813740285906,False,40x,1897,18085,2.0,2.0,25078,43448,False,,,False,1,1,2,1,279515832,140828344,38827475,878,459172529,2626990304,0,2634846626,3094019155
TENX170,v1_2_0,Lung,Homo sapiens,Visium HD,LUAD,Cancer,Lung,FFPE,"Visium HD Spatial Gene Expression Libraries, Post-Xenium, Human Lung Cancer (FFPE)","Experiment 2, HD only (control)",,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt,TENX,Creative Commons Attribution,2024-09-24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.27381161527725,0.264583333333333,-3.370303314040509,False,40x,1877,18085,2.0,2.0,25078,43266,False,,,False,1,1,2,1,261553928,139315684,36139243,881,437009736,2282445632,0,2289662087,2726671823
